Name,style,Exterior color,interior color,Engine,drive type,Fuel Type,Transmission,Mileage,mpg city,mpg highway,price,Year,Engine V,Brand
Explorer,SUV,Magnetic Metallic,Ebony Black,V-4 Gas Turbocharged,FWD,Gas,Automatic,62500,17,24,22995,2017,2.3,Ford
M5,Sedan,Silver Gray Metallic,Gray,V-10 Gas,RWD,Gas,Manual,119523,12,18,18885,2007,5.0,BMW
Civic,Sedan,Aegean Blue Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,28345,30,38,24384,2019,2.0,Honda
Escape,SUV,Agate Black Metallic,Medium Light Stone,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,51134,22,28,23995,2019,1.5,Ford
Accord,Sedan,White Orchid Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,62268,26,34,21257,2017,2.4,Honda
F-150,Pickup Truck,Shadow Black,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,40884,18,23,36994,2018,3.5,Ford
Sentra,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,12583,29,37,19505,2019,1.8,Nissan
Liberty,SUV,Black,Dk Khaki/Lt Graystone,V-6 Gas,RWD,Gas,Automatic,124301,17,23,4995,2007,3.7,Jeep
Escape,SUV,Oxford White,Dark Earth Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,23357,27,33,24990,2020,1.5,Ford
Silverado,Pickup Truck,Silver Ice Metallic,Jet Black,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,15776,19,22,47359,2020,5.3,Chevrolet
Equinox,SUV,Iridescent Pearl Tricoat,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,30725,26,32,25600,2020,1.5,Chevrolet
Equinox,SUV,Iridescent Pearl Tricoat,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,41371,22,29,24987,2019,2.0,Chevrolet
Renegade,SUV,Colorado Red,Black,Inline-4 Gas,4WD,Gas,Automatic,118970,21,29,13999,2017,2.4,Jeep
Envoy,SUV,Blue,Tan,Inline-6 Gas,4WD,Gas,Automatic,106080,15,21,6995,2007,4.2,GMC
Silverado,Pickup Truck,Iridescent Pearl Tricoat,Jet Black,V-8 Gas,4WD,Gas,Automatic,14487,16,21,58862,2021,5.3,Chevrolet
Civic,Sedan,Lunar Silver Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,75883,31,40,18995,2017,2.0,Honda
Fiesta,Sedan,White Platinum Metallic Tri-Coat,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,45144,27,35,14240,2019,1.6,Ford
Fusion,Sedan,Shadow Black,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,145641,22,34,11497,2016,2.5,Ford
Impala,Sedan,Ashen Gray Metallic,Gray,V-6 Gas,FWD,Gas,Automatic,130175,18,30,9000,2013,3.6,Chevrolet
F-150,Pickup Truck,Magma Red Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,27083,18,23,44502,2019,2.7,Ford
Malibu,Sedan,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,82245,27,36,16599,2018,1.5,Chevrolet
F-150,Pickup Truck,Magnetic Metallic,Black,V-6 Gas Turbocharged,RWD,Gas,Automatic,44458,19,25,31997,2019,2.7,Ford
Silverado,Pickup Truck,Shadow Gray Metallic,Jet Black,V-4 Gas Turbocharged,RWD,Gas,Automatic,15500,16,21,37495,2020,2.7,Chevrolet
F-150,Pickup Truck,Lead Foot,Black,V-8 Gas,4WD,Gas,Automatic,44637,18,23,38500,2018,5.0,Ford
F-150,Pickup Truck,Black Velvet,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,35553,18,23,41500,2018,3.5,Ford
QX50,SUV,Majestic White,Graphite,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,36569,24,30,36998,2019,2.0,INFINITI
Explorer,SUV,Smoked Quartz Metallic Tinted Clearcoat,Medium Light Camel,V-6 Gas,FWD,Gas,Automatic,67148,17,24,25200,2017,3.5,Ford
Encore,SUV,Ebony Twilight Metallic,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,34720,25,30,20989,2019,1.4,Buick
F-150,Pickup Truck,Shadow Black,Black,V-6 Diesel Turbocharged,4WD,Diesel,Automatic,34752,16,22,51995,2018,3.0,Ford
Altima,Sedan,Gun Metallic,Charcoal Sport,Inline-4 Gas,FWD,Gas,Automatic,28280,27,37,25488,2019,2.5,Nissan
Explorer,SUV,Oxford White,Ebony Black,V-4 Gas Turbocharged,4WD,Gas,Automatic,21946,16,22,35995,2019,2.3,Ford
Odyssey,Minivan,Black,Black,V-6 Gas,FWD,Gas,Automatic,78402,19,28,19987,2014,3.5,Honda
F-150,Pickup Truck,Shadow Black,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,61293,17,23,33777,2016,2.7,Ford
Challenger,Coupe,Pitch Black Clearcoat,Black,V-8 Gas,RWD,Gas,Manual,19179,14,23,38872,2016,6.4,Dodge
,Pickup Truck,Blue Streak Pearlcoat,Black,V-8 Gas,4WD,Gas,Automatic,51478,16,23,32495,2017,5.7,Ram
Altima,Sedan,Gun Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,109337,27,39,12999,2016,2.5,Nissan
Explorer,SUV,Oxford White,Ebony Black,V-6 Gas,FWD,Gas,Automatic,57410,17,24,27990,2018,3.5,Ford
,Pickup Truck,Maroon,Black,V-8 Gas,4WD,Gas,Automatic,25620,19,24,39987,2019,5.7,Ram
F-150,Pickup Truck,Black,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,19885,18,23,37990,2019,2.7,Ford
Fusion,Sedan,Magnetic,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,59479,21,32,17944,2017,1.5,Ford
F-150,Pickup Truck,Black Velvet,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,39659,18,23,38599,2018,5.0,Ford
Town & Country,Minivan,Granite Crystal Metallic Clearcoat,Black/Light Graystone,V-6 Gas,FWD,Gas,Automatic,126972,17,25,10999,2016,3.6,Chrysler
,Pickup Truck,Billet Silver Metallic Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,13240,19,24,46999,2019,5.7,Ram
Escalade,SUV,Black Raven,Black,V-8 Gas,AWD,Gas,Automatic,159790,13,19,9488,2007,6.2,Cadillac
Grand Cherokee,SUV,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,26426,18,25,32495,2019,3.6,Jeep
Malibu,Sedan,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,46861,29,36,19999,2020,1.5,Chevrolet
Ram,Pickup Truck,Black,Black,V-8 Gas,4WD,Gas,Automatic,163000,12,16,9900,2008,4.7,Dodge
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,45885,16,21,32875,2018,3.6,Jeep
Compass,SUV,Diamond Black Crystal Pearlcoat,Black,Inline-4 Gas,4WD,Gas,Automatic,58508,22,31,22297,2018,2.4,Jeep
Altima,Sedan,White,Tan,Inline-4 Gas,FWD,Gas,Automatic,139694,23,32,6788,2012,2.5,Nissan
Grand Caravan,Minivan,White Knuckle Clearcoat,Black,V-6 Gas,FWD,Gas,Automatic,60750,17,25,22400,2019,3.6,Dodge
Altima,Sedan,Brilliant Silver Metallic,Charcoal Sport,Inline-4 Gas,FWD,Gas,Automatic,32863,27,37,25495,2020,2.5,Nissan
Silverado,Pickup Truck,Black,Jet Black,Inline-6 Diesel Turbocharged,4WD,Diesel,Automatic,22986,19,22,52999,2021,3.0,Chevrolet
Fusion,Sedan,Ruby Red Metallic Tinted Clearcoat,Medium Light Stone,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,104772,21,32,13881,2017,2.0,Ford
3 Series,Sedan,Mineral White Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,33271,23,35,22480,2015,2.0,BMW
Optima,Sedan,Snow White Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,58326,24,33,20529,2019,2.4,Kia
Silverado,Pickup Truck,Black,Jet Black,V-8 Gas,RWD,Gas,Automatic,79683,18,24,27498,2018,5.3,Chevrolet
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,32679,17,23,39929,2018,3.6,Jeep
Equinox,SUV,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,39290,26,32,24995,2019,1.5,Chevrolet
Explorer,SUV,Magnetic Metallic,Ebony Black,V-6 Gas,4WD,Gas,Automatic,37600,16,22,30795,2018,3.5,Ford
Mercedes-Benz E-Class,Sedan,Designo Diamond White,Designo Black/Titanium,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,23398,21,29,38495,2018,2.0,Mercedes
Camry,Sedan,Supersonic Red,Black,Inline-4 Gas,FWD,Gas,Automatic,25595,28,39,26026,2019,2.5,Toyota
F-150,Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Camelback,V-6 Gas Turbocharged,4WD,Gas,Automatic,25801,17,21,59998,2019,3.5,Ford
XC60,SUV,Crystal White Metallic,Maroon Brown,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,46085,22,28,34900,2018,2.0,Volvo
F-150,Pickup Truck,White,Black,V-8 Gas,4WD,Gas,Automatic,44815,18,23,34499,2019,5.0,Ford
Mercedes-Benz C-Class,Sedan,Polar White,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,92691,24,31,18590,2015,2.0,Mercedes
CR-V,SUV,Lunar Silver Metallic,Gray,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,32351,27,33,28981,2018,1.5,Honda
Civic,Sedan,Gray,Black,Inline-4 Gas,FWD,Gas,Automatic,55444,30,38,20998,2020,2.0,Honda
Rogue,SUV,Magnetic Black,Charcoal,Inline-4 Gas,AWD,Gas,Automatic,73713,25,32,16599,2016,2.5,Nissan
,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,RWD,Gas,Automatic,20696,20,25,38990,2020,3.6,Ram
Charger,Sedan,Pitch Black Clearcoat,Black,V-8 Gas,RWD,Gas,Automatic,47390,16,25,35199,2020,5.7,Dodge
Equinox,SUV,Mosaic Black Metallic,Medium Ash Gray,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,150384,24,30,13995,2018,1.5,Chevrolet
Accord,Sedan,White Orchid Pearl,Tan,Inline-4 Gas,FWD,Gas,Automatic,92061,27,36,18195,2017,2.4,Honda
Silverado,Pickup Truck,Summit White,Jet Black,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,44876,19,22,43998,2020,5.3,Chevrolet
Traverse,SUV,Mosaic Black Metallic,Jet Black,V-6 Gas,FWD,Gas,Automatic,39931,18,27,33595,2019,3.6,Chevrolet
Altima,Sedan,Glacier White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,65482,28,39,21540,2020,2.5,Nissan
F-150,Pickup Truck,Race Red,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,19633,18,23,42490,2019,2.7,Ford
Murano,SUV,Magnetic Black Metallic,Graphite,V-6 Gas,FWD,Gas,Automatic,47190,21,28,20498,2018,3.5,Nissan
Wrangler,SUV,Black Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,36582,17,23,37338,2018,3.6,Jeep
CR-V,SUV,Urban Titanium Metallic,Beige,Inline-4 Gas,FWD,Gas,Automatic,122606,23,31,14500,2013,2.4,Honda
RAV4,SUV,Black Currant Metallic,Nutmeg,Inline-4 Gas,FWD,Gas,Automatic,73839,23,30,19994,2018,2.5,Toyota
Camry,Sedan,Midnight Black Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,34356,28,39,25990,2019,2.5,Toyota
Jetta,Sedan,Pure White,Titan Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,8450,30,40,19980,2020,1.4,Volkswagen
F-150,Pickup Truck,Oxford White,Medium Stone/Stone,V-8 Gas,4WD,Gas,Automatic,135944,14,18,12000,2010,5.4,Ford
Equinox,SUV,Summit White,Medium Ash Gray,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,46462,25,30,22655,2020,1.5,Chevrolet
Tundra,Pickup Truck,Super White,Unknown,V-8 Gas,4WD,Gas,Automatic,78896,13,17,41995,2019,5.7,Toyota
Rogue,SUV,Cayenne Red,Almond,Inline-4 Gas,FWD,Gas,Automatic,50188,26,33,17900,2016,2.5,Nissan
Grand Cherokee,SUV,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,RWD,Gas,Automatic,58617,19,26,24910,2018,3.6,Jeep
X5,SUV,Imperial Blue Metallic,Tan,Inline-6 Gas Turbocharged,AWD,Gas,Automatic,108798,18,27,18000,2014,3.0,BMW
Wrangler,SUV,Black,Black,V-6 Gas,4WD,Gas,Automatic,42455,16,21,35999,2017,3.6,Jeep
Corolla,Sedan,Super White,Unknown,Inline-4 Gas,FWD,Gas,Automatic,20640,28,36,21990,2019,1.8,Toyota
Santa Fe Sport,SUV,Frost White Pearl,Gray,Inline-4 Gas,FWD,Gas,Automatic,141609,20,27,10592,2014,2.4,Hyundai
Sentra,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,109761,27,35,13995,2019,1.8,Nissan
Escape,SUV,Shadow Black,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,99545,21,29,12995,2017,2.5,Ford
Tucson,SUV,Sedona Sunset,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,142622,25,30,15477,2017,1.6,Hyundai
Silverado,Pickup Truck,Silver Ice Metallic,Jet Black,V-8 Gas,4WD,Gas,Automatic,24806,17,22,41794,2018,5.3,Chevrolet
xB,Wagon,White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,79600,22,27,8995,2013,2.4,Scion
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,76592,16,21,32510,2017,3.6,Jeep
F-150,Pickup Truck,Lead Foot,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,36152,18,23,40341,2018,3.5,Ford
F-150,Pickup Truck,Agate Black,Black,V-6 Gas Turbocharged,RWD,Gas,Automatic,31301,19,25,36483,2019,2.7,Ford
Odyssey,Minivan,Gray,Gray,V-6 Gas,FWD,Gas,Automatic,154757,18,27,10493,2012,3.5,Honda
Accord,Sedan,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,25475,29,35,27999,2020,1.5,Honda
4 Series,Convertible,Mineral White Metallic,Cognac/Dark Brown,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,24650,24,34,40921,2019,2.0,BMW
Corolla,Sedan,Black Sand Pearl,Unknown,Inline-4 Gas,FWD,Gas,Automatic,25469,30,38,22996,2020,1.8,Toyota
Grand Cherokee,SUV,Maximum Steel Metallic,Dark Graystone/Medium Graystone,V-6 Gas,RWD,Gas,Automatic,117254,17,23,9999,2013,3.6,Jeep
RAV4,SUV,Galactic Aqua Mica,Black,Inline-4 Gas,AWD,Gas,Automatic,38610,22,28,28799,2018,2.5,Toyota
Elantra,Sedan,Phantom Black,Gray,Inline-4 Gas,FWD,Gas,Automatic,71864,28,37,15500,2018,2.0,Hyundai
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,91747,15,18,53252,2018,3.5,Ford
Equinox,SUV,Mosaic Black Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,32864,26,32,27989,2019,1.5,Chevrolet
Mirage,Hatchback,Pearl White,Black,Inline-3 Gas,FWD,Gas,Manual,46300,34,42,7295,2015,1.2,Mitsubishi
F-150,Pickup Truck,Agate Black Metallic,Camelback,V-6 Gas Turbocharged,4WD,Gas,Automatic,31659,17,21,60988,2020,3.5,Ford
F-150,Pickup Truck,White,Beige,V-6 Gas Turbocharged,4WD,Gas,Automatic,103704,17,23,29500,2017,3.5,Ford
Equinox,SUV,Silver Ice Metallic,Medium Ash Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,24539,26,32,22486,2019,1.5,Chevrolet
Explorer,SUV,Iconic Silver Metallic,Ebony,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,7201,21,28,36994,2020,2.3,Ford
QX50,SUV,Graphite Shadow,Graphite,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,19678,24,31,36700,2019,2.0,INFINITI
Kicks,SUV,Cayenne Red/Super Black,Charcoal,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,34317,31,36,18992,2019,1.6,Nissan
Malibu,Sedan,Nightfall Gray Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,29181,27,36,18995,2018,1.5,Chevrolet
F-150,Pickup Truck,White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,118942,18,23,32900,2016,3.5,Ford
Wrangler,SUV,Billet Silver Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,34805,16,21,32998,2017,3.6,Jeep
Altima,Sedan,Pearl White,Beige,Inline-4 Gas,FWD,Gas,Automatic,46555,27,38,12995,2013,2.5,Nissan
,Pickup Truck,Brilliant Black Crystal Pearlcoat,Lt Frost Beige/Brown,V-6 Diesel Turbocharged,4WD,Diesel,Automatic,71269,16,23,35793,2016,3.0,Ram
Traverse,SUV,Cyber Gray Metallic,Dk Gray/Lt Gray,V-6 Gas,FWD,Gas,Automatic,206764,17,24,6000,2012,3.6,Chevrolet
Tahoe,SUV,Summit White,Cocoa/Dune,V-8 Gas,RWD,Gas,Automatic,162983,16,23,29594,2016,5.3,Chevrolet
Terrain,SUV,Summit White,Light Platinum/Taupe,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,43209,21,26,33983,2019,2.0,GMC
Sentra,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,33989,29,39,21218,2020,1.8,Nissan
,Pickup Truck,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,26542,19,24,41293,2019,3.6,Ram
Camry,Sedan,Black,Black,Inline-4 Gas,FWD,Gas,Automatic,104700,25,35,12295,2012,2.5,Toyota
Outlander,SUV,Black,Tan,Inline-4 Gas,FWD,Gas,Automatic,64029,25,30,15495,2017,2.4,Mitsubishi
Town & Country,Minivan,Bright White Clearcoat,Dk Frost Beige/Med Beige,V-6 Gas,FWD,Gas,Automatic,95428,17,25,13500,2015,3.6,Chrysler
Wrangler,SUV,Gobi Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,59238,16,21,35587,2018,3.6,Jeep
,Pickup Truck,Billet Silver Metallic Clearcoat,Black,V-6 Gas,RWD,Gas,Automatic,16730,20,25,39985,2019,3.6,Ram
X1,SUV,Black Sapphire Metallic,Mocha,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,50005,22,31,24995,2017,2.0,BMW
Mercedes-Benz C-Class,Sedan,Designo Cardinal Red Metallic,Silk Beige/Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,29018,24,33,30455,2018,2.0,Mercedes
Grand Cherokee,SUV,Diamond Black Crystal Pearlcoat,Lt Frost Beige/Black,V-6 Gas,4WD,Gas,Automatic,27129,18,25,33999,2018,3.6,Jeep
Mercedes-Benz C-Class,Sedan,Black,Crystal Grey,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,76698,23,30,24990,2017,2.0,Mercedes
Edge,SUV,White Platinum Metallic Tri-Coat,Tan Leather,V-6 Gas,FWD,Gas,Automatic,63243,19,27,17499,2014,3.5,Ford
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,111496,16,21,29940,2016,3.6,Jeep
,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,V-8 Gas,4WD,Gas,Automatic,77340,19,24,41891,2019,5.7,Ram
Rogue,SUV,Gun Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,143906,26,33,13500,2018,2.5,Nissan
Camaro,Coupe,Garnet Red Tintcoat,Jet Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,37941,22,31,26912,2018,2.0,Chevrolet
F-150,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,69282,18,23,37998,2019,2.7,Ford
Highlander,SUV,Blizzard Pearl,Almond,V-6 Gas,FWD,Gas,Automatic,50004,21,27,37695,2019,3.5,Toyota
Explorer,SUV,Oxford White,Medium Stone,V-6 Gas,4WD,Gas,Automatic,55751,16,22,29900,2018,3.5,Ford
Colorado,Pickup Truck,Kinetic Blue Metallic,Jet Black,V-6 Gas,4WD,Gas,Automatic,30518,17,24,37699,2019,3.6,Chevrolet
Forte,Sedan,Gravity Grey,Gray,Inline-4 Gas,FWD,Gas,Automatic,24693,29,40,19498,2020,2.0,Kia
Sonata,Sedan,Shale Gray Metallic,Gray,Inline-4 Gas,FWD,Gas,Automatic,97299,25,36,14099,2017,2.4,Hyundai
F-150,Pickup Truck,Agate Black,Black,V-8 Gas,4WD,Gas,Automatic,33025,18,23,42981,2019,5.0,Ford
Silverado,Pickup Truck,Silver Ice Metallic,Gideon/Very Dark Atmosphere,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,130155,19,22,31488,2019,5.3,Chevrolet
Grand Caravan,Minivan,Billet Clearcoat,Black,V-6 Gas,FWD,Gas,Automatic,60225,17,25,24394,2019,3.6,Dodge
F-150,Pickup Truck,Race Red,Medium Earth Gray,V-6 Gas,RWD,Gas,Automatic,16864,19,25,31850,2019,3.3,Ford
Challenger,Coupe,Redline Red Tricoat Pearl,Black,V-8 Gas,RWD,Gas,Automatic,26581,14,23,37850,2015,6.4,Dodge
CR-V,SUV,Crystal Black Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,47947,26,32,23900,2018,2.4,Honda
F-150,Pickup Truck,Oxford White,Black,V-8 Gas,4WD,Gas,Automatic,57754,18,23,37987,2019,5.0,Ford
Silverado,Pickup Truck,White,Gray,V-8 Gas,4WD,Gas,Automatic,56912,17,22,35775,2018,5.3,Chevrolet
Explorer,SUV,White Platinum Metallic Tri-Coat,Unknown,V-6 Gas Turbocharged,4WD,Gas,Automatic,53192,16,22,36476,2018,3.5,Ford
Wrangler,SUV,Billet Silver Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,50841,16,21,32498,2017,3.6,Jeep
Camry,Sedan,Predawn Gray Mica,Ash,Inline-4 Gas,FWD,Gas,Automatic,47703,28,39,21694,2019,2.5,Toyota
,Pickup Truck,Bright White Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,141050,16,23,25995,2017,5.7,Ram
Soul,Hatchback,Sparkling Silver,Black,Inline-4 Gas,FWD,Gas,Automatic,23665,27,33,19500,2020,2.0,Kia
Elantra,Sedan,Phantom Black,Beige,Inline-4 Gas,FWD,Gas,Automatic,11538,28,37,17999,2018,2.0,Hyundai
F-150,Pickup Truck,White,Grey,V-6 Gas,RWD,Gas,Automatic,160940,17,23,11995,2013,3.7,Ford
,Pickup Truck,Brilliant Black Crystal Pearlcoat,Red/Black,V-6 Gas,4WD,Gas,Automatic,141812,16,23,27900,2017,3.6,Ram
Tundra,Pickup Truck,Super White,"Black, Cloth",V-8 Gas,4WD,Gas,Automatic,91386,13,17,29800,2016,5.7,Toyota
Escape,SUV,Gray,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,46932,23,30,18230,2017,1.5,Ford
Camry,Sedan,Celestial Silver Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,63870,28,39,21983,2019,2.5,Toyota
Escape,SUV,White Platinum Metallic Tri-Coat,Unknown,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,81299,23,30,18999,2018,1.5,Ford
X5,SUV,Jet Black,Tan,V-8 Gas Turbocharged,AWD,Gas,Automatic,85121,14,20,15995,2012,4.4,BMW
Fusion,Sedan,Oxford White,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,36114,21,32,19999,2018,1.5,Ford
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas,4WD,Gas,Automatic,22757,18,23,32499,2018,3.3,Ford
F-150,Pickup Truck,White,Medium Light Camel,V-8 Gas,4WD,Gas,Automatic,45575,17,23,34495,2017,5.0,Ford
Challenger,Coupe,Granite Pearlcoat,Black,V-6 Gas,RWD,Gas,Automatic,18995,19,30,31809,2019,3.6,Dodge
F-150,Pickup Truck,Velocity Blue Metallic,Medium Light Camel,V-6 Gas Turbocharged,4WD,Gas,Automatic,13871,18,23,41573,2019,2.7,Ford
Charger,Sedan,Maximum Steel Metallic Clearcoat,Black,V-6 Gas,AWD,Gas,Automatic,122619,18,27,16995,2016,3.6,Dodge
Acadia,SUV,Carbon Black Metallic,Ebony,V-6 Gas,FWD,Gas,Automatic,184563,17,24,8503,2013,3.6,GMC
TSX,Sedan,Black,Unspecified,Inline-4 Gas,FWD,Gas,Automatic,119672,21,30,7999,2009,2.4,Acura
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas Turbocharged,RWD,Gas,Automatic,42605,18,25,32985,2017,2.7,Ford
F-150,Pickup Truck,Abyss Gray Metallic,Dark Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,22129,18,23,30998,2019,2.7,Ford
Camry,Sedan,Attitude Black Metallic,Select,Inline-4 Gas,FWD,Gas,Automatic,109857,25,35,11985,2013,2.5,Toyota
Explorer,SUV,Gray,Ebony Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,53574,18,25,29999,2017,2.3,Ford
Silverado,Pickup Truck,Summit White,Dark Ash With Jet Black Interior Accents,V-8 Gas,4WD,Gas,Automatic,18207,17,22,34827,2018,5.3,Chevrolet
Compass,SUV,White Clearcoat,Ski Gray/Black,Inline-4 Gas,4WD,Gas,Automatic,46791,22,31,24000,2018,2.4,Jeep
RAV4,SUV,Black,Ash,Inline-4 Gas,FWD,Gas,Automatic,28089,23,30,26358,2018,2.5,Toyota
Silverado,Pickup Truck,Summit White,Jet Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,26891,20,23,38498,2019,2.7,Chevrolet
Focus,Sedan,Oxford White,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,99770,26,36,5950,2013,2.0,Ford
Camry,Sedan,Gray,Unknown,Inline-4 Gas,FWD,Gas,Automatic,45222,28,39,23590,2018,2.5,Toyota
Silverado,Pickup Truck,Deep Ocean Blue Metallic,Dark Ash With Jet Black Interior Accents,V-6 Gas,RWD,Gas,Automatic,104930,18,24,18995,2017,4.3,Chevrolet
Rogue,SUV,Caspian Blue Metallic,Charcoal,Inline-4 Gas,AWD,Gas,Automatic,35760,25,32,24500,2019,2.5,Nissan
Escape,SUV,Agate Black Metallic,Dark Earth Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,41922,27,33,22980,2020,1.5,Ford
Taurus,Sedan,Agate Black,Charcoal Black,V-6 Gas,FWD,Gas,Automatic,29785,18,26,24000,2019,3.5,Ford
Silverado,Pickup Truck,Iridescent Pearl Tricoat,Jet Black,V-8 Gas,4WD,Gas,Automatic,22568,16,22,49500,2020,5.3,Chevrolet
Wrangler,SUV,Black Clearcoat,Black/Heritage Tan,V-6 Gas,4WD,Gas,Manual,36412,17,23,41995,2018,3.6,Jeep
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,60015,16,21,38495,2017,3.6,Jeep
CR-V,SUV,Modern Steel Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,24193,27,33,26801,2018,1.5,Honda
Fusion,Sedan,Shadow Black,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,110055,22,34,9999,2016,1.5,Ford
